Entity,Code,Year,Literacy rate among adults
Sub-Saharan Africa (SDG),,2019,67.71821
Sub-Saharan Africa (SDG),,2020,67.9072
Sub-Saharan Africa (SDG),,2021,67.89861
Sub-Saharan Africa (SDG),,2022,68.2313
Sub-Saharan Africa (SDG),,2023,68.5022
Sub-Saharan Africa (WB),,1985,49.67415
Sub-Saharan Africa (WB),,1986,49.99505
Sub-Saharan Africa (WB),,1987,50.62446
Sub-Saharan Africa (WB),,1988,51.13833
Sub-Saharan Africa (WB),,1989,51.67959
Sub-Saharan Africa (WB),,1990,52.30686
Sub-Saharan Africa (WB),,1991,52.65164
Sub-Saharan Africa (WB),,1992,53.12544
Sub-Saharan Africa (WB),,1993,53.7068
Sub-Saharan Africa (WB),,1994,54.30921
Sub-Saharan Africa (WB),,1995,54.72155
Sub-Saharan Africa (WB),,1996,55.37812
Sub-Saharan Africa (WB),,1997,56.21824
Sub-Saharan Africa (WB),,1998,56.89161
Sub-Saharan Africa (WB),,1999,57.74526
Sub-Saharan Africa (WB),,2000,56.62755
Sub-Saharan Africa (WB),,2001,57.40014
Sub-Saharan Africa (WB),,2002,58.11591
Sub-Saharan Africa (WB),,2003,58.6459
Sub-Saharan Africa (WB),,2004,59.33332
Sub-Saharan Africa (WB),,2005,59.05679
Sub-Saharan Africa (WB),,2006,58.16811
Sub-Saharan Africa (WB),,2007,57.96338
Sub-Saharan Africa (WB),,2008,58.28565
Sub-Saharan Africa (WB),,2009,58.75711
Sub-Saharan Africa (WB),,2010,59.43254
Sub-Saharan Africa (WB),,2011,60.91714
Sub-Saharan Africa (WB),,2012,62.14601
Sub-Saharan Africa (WB),,2013,62.99641
Sub-Saharan Africa (WB),,2014,63.68724
Sub-Saharan Africa (WB),,2015,64.28751
Sub-Saharan Africa (WB),,2016,64.87826
Sub-Saharan Africa (WB),,2017,65.2303
Sub-Saharan Africa (WB),,2018,66.81657
Sub-Saharan Africa (WB),,2019,67.44165
Sub-Saharan Africa (WB),,2020,67.62379
Sub-Saharan Africa (WB),,2021,67.61568
Sub-Saharan Africa (WB),,2022,67.93573
Sub-Saharan Africa (WB),,2023,68.19624
Sudan,SDN,2000,61.0
Sudan,SDN,2008,54.0
Suriname,SUR,2004,90.0
Suriname,SUR,2008,95.0
Suriname,SUR,2010,95.0
Suriname,SUR,2012,93.0
Syria,SYR,1981,56.0
Syria,SYR,2002,83.0
Syria,SYR,2004,81.0
Syria,SYR,2021,94.0
Tajikistan,TJK,1989,98.0
Tajikistan,TJK,2000,99.0
Tanzania,TZA,1988,59.0
Tanzania,TZA,2002,69.0
Tanzania,TZA,2012,78.0
Tanzania,TZA,2015,78.0
Thailand,THA,1980,88.0
Thailand,THA,2000,93.0
Thailand,THA,2005,94.0
Thailand,THA,2010,96.0
Thailand,THA,2013,94.0
Thailand,THA,2015,93.0
Thailand,THA,2016,91.9814
Thailand,THA,2018,94.0
Thailand,THA,2019,91.26915
Thailand,THA,2022,91.09987
Togo,TGO,2000,53.0
Togo,TGO,2006,57.0
Togo,TGO,2009,57.0
Togo,TGO,2011,60.0
Togo,TGO,2015,64.0
Togo,TGO,2019,67.0
Togo,TGO,2022,72.59589
Tonga,TON,1976,100.0
Tonga,TON,1996,99.0
Tonga,TON,2006,99.0
Tonga,TON,2011,99.0
Tonga,TON,2016,97.0
Tonga,TON,2019,91.05162
Trinidad and Tobago,TTO,1980,95.0
Trinidad and Tobago,TTO,1990,97.0
Tunisia,TUN,1984,48.0
Tunisia,TUN,2004,74.0
Tunisia,TUN,2007,77.0
Tunisia,TUN,2008,78.0
Tunisia,TUN,2010,79.0
Tunisia,TUN,2011,80.0
Tunisia,TUN,2012,80.0
Tunisia,TUN,2014,79.0
Tunisia,TUN,2018,79.47511
Tunisia,TUN,2019,81.0
Tunisia,TUN,2021,83.68263
Tunisia,TUN,2023,86.24682
Turkey,TUR,1975,62.0
Turkey,TUR,1980,66.0
Turkey,TUR,1985,76.0
Turkey,TUR,1990,79.0
Turkey,TUR,2004,87.0
Turkey,TUR,2005,88.0
Turkey,TUR,2006,88.0
Turkey,TUR,2007,89.0
Turkey,TUR,2009,91.0
Turkey,TUR,2010,93.0
Turkey,TUR,2011,94.0
Turkey,TUR,2012,95.0
Turkey,TUR,2013,95.0
Turkey,TUR,2014,95.0
Turkey,TUR,2015,96.0
Turkey,TUR,2016,96.0
Turkey,TUR,2017,96.0
Turkey,TUR,2019,97.0
Turkey,TUR,2021,97.0
Turkmenistan,TKM,1995,99.0
Uganda,UGA,1991,56.0
Uganda,UGA,2002,68.0
Uganda,UGA,2006,71.0
Uganda,UGA,2010,73.0
Uganda,UGA,2012,70.0
Uganda,UGA,2016,69.10132
Ukraine,UKR,2001,99.0
United Arab Emirates,ARE,1975,54.0
United Arab Emirates,ARE,1985,71.0
United Arab Emirates,ARE,2005,90.0
United Arab Emirates,ARE,2019,98.0
United Arab Emirates,ARE,2021,98.0
United Arab Emirates,ARE,2022,98.0
United Arab Emirates,ARE,2023,98.0
Upper-middle-income countries,,1976,66.26719
Upper-middle-income countries,,1977,66.49083
Upper-middle-income countries,,1978,67.51543
Upper-middle-income countries,,1979,68.63815
Upper-middle-income countries,,1980,69.66099
Upper-middle-income countries,,1981,70.64652
Upper-middle-income countries,,1982,71.57013
Upper-middle-income countries,,1983,72.50382
Upper-middle-income countries,,1984,73.58393
Upper-middle-income countries,,1985,74.485
Upper-middle-income countries,,1986,75.36734
Upper-middle-income countries,,1987,76.26551
Upper-middle-income countries,,1988,79.67043
Upper-middle-income countries,,1989,80.31058
Upper-middle-income countries,,1990,81.04114
Upper-middle-income countries,,1991,81.58651
Upper-middle-income countries,,1992,82.15758
Upper-middle-income countries,,1993,82.6979
Upper-middle-income countries,,1994,83.23142
Upper-middle-income countries,,1995,83.80124
Upper-middle-income countries,,1996,84.31269
Upper-middle-income countries,,1997,88.7168
Upper-middle-income countries,,1998,89.1177
Upper-middle-income countries,,1999,89.47645
Upper-middle-income countries,,2000,89.87667
Upper-middle-income countries,,2001,90.19642
Upper-middle-income countries,,2002,90.54139
Upper-middle-income countries,,2003,90.98183
Upper-middle-income countries,,2004,91.3237
Upper-middle-income countries,,2005,91.58416
Upper-middle-income countries,,2006,91.86817
Upper-middle-income countries,,2007,92.87729
Upper-middle-income countries,,2008,93.30886
Upper-middle-income countries,,2009,93.40503
Upper-middle-income countries,,2010,93.60919
Upper-middle-income countries,,2011,93.75011
Upper-middle-income countries,,2012,93.99739
Upper-middle-income countries,,2013,94.06516
Upper-middle-income countries,,2014,94.41684
Upper-middle-income countries,,2015,94.53935
Upper-middle-income countries,,2016,94.76116
Upper-middle-income countries,,2017,94.77168
Upper-middle-income countries,,2018,94.92602
Upper-middle-income countries,,2019,95.21391
Upper-middle-income countries,,2020,95.32048
Upper-middle-income countries,,2021,95.35308
Upper-middle-income countries,,2022,95.49537
Upper-middle-income countries,,2023,95.61952
Uruguay,URY,1975,94.0
Uruguay,URY,1985,95.0
Uruguay,URY,1996,97.0
Uruguay,URY,2006,98.0
Uruguay,URY,2007,98.0
Uruguay,URY,2008,98.0
Uruguay,URY,2009,98.0
Uruguay,URY,2010,98.0
Uruguay,URY,2011,98.0
Uruguay,URY,2012,98.0
Uruguay,URY,2013,98.0
Uruguay,URY,2014,98.0
Uruguay,URY,2015,99.0
Uruguay,URY,2016,99.0
Uruguay,URY,2017,99.0
Uruguay,URY,2018,99.0
Uruguay,URY,2019,99.0
Uruguay,URY,2022,99.0
Uzbekistan,UZB,2000,99.0
Uzbekistan,UZB,2013,100.0
Uzbekistan,UZB,2014,100.0
Uzbekistan,UZB,2015,100.0
Uzbekistan,UZB,2016,100.0
Uzbekistan,UZB,2018,100.0
Uzbekistan,UZB,2019,100.0
Uzbekistan,UZB,2021,100.0
Uzbekistan,UZB,2022,100.0
Vanuatu,VUT,1979,53.0
Vanuatu,VUT,1999,74.0
Vanuatu,VUT,2023,87.96032
Venezuela,VEN,1981,85.0
Venezuela,VEN,1990,90.0
Venezuela,VEN,2001,93.0
Venezuela,VEN,2007,95.0
Venezuela,VEN,2009,96.0
Venezuela,VEN,2011,95.0
Venezuela,VEN,2015,97.0
Venezuela,VEN,2016,97.0
Vietnam,VNM,1979,84.0
Vietnam,VNM,1989,88.0
Vietnam,VNM,1999,90.0
Vietnam,VNM,2000,90.0
Vietnam,VNM,2009,94.0
Vietnam,VNM,2019,96.0
Vietnam,VNM,2022,96.0
World,OWID_WRL,1976,65.65894
World,OWID_WRL,1977,65.94926
World,OWID_WRL,1978,66.57221
World,OWID_WRL,1979,67.2339
World,OWID_WRL,1980,67.8477
World,OWID_WRL,1981,68.45067
World,OWID_WRL,1982,69.04228
World,OWID_WRL,1983,69.61146
World,OWID_WRL,1984,70.2725
World,OWID_WRL,1985,70.86449
World,OWID_WRL,1986,71.41617
World,OWID_WRL,1987,72.10954
World,OWID_WRL,1988,73.82419
World,OWID_WRL,1989,74.34693
World,OWID_WRL,1990,74.90702
World,OWID_WRL,1991,75.28651
World,OWID_WRL,1992,75.69432
World,OWID_WRL,1993,76.10245
World,OWID_WRL,1994,76.50147
World,OWID_WRL,1995,76.91185
World,OWID_WRL,1996,77.29632
World,OWID_WRL,1997,79.28844
World,OWID_WRL,1998,80.4687
World,OWID_WRL,1999,80.806
World,OWID_WRL,2000,80.97923
World,OWID_WRL,2001,81.28601
World,OWID_WRL,2002,81.64019
World,OWID_WRL,2003,82.11429
World,OWID_WRL,2004,82.44728
World,OWID_WRL,2005,82.45476
World,OWID_WRL,2006,82.42529
World,OWID_WRL,2007,83.01185
World,OWID_WRL,2008,83.38555
World,OWID_WRL,2009,83.60871
World,OWID_WRL,2010,84.2272
World,OWID_WRL,2011,84.41082
World,OWID_WRL,2012,84.60142
World,OWID_WRL,2013,84.90313
World,OWID_WRL,2014,85.28642
World,OWID_WRL,2015,85.67891
World,OWID_WRL,2016,86.00014
World,OWID_WRL,2017,86.17703
World,OWID_WRL,2018,86.43751
World,OWID_WRL,2019,86.54794
World,OWID_WRL,2020,86.74748
World,OWID_WRL,2021,86.92754
World,OWID_WRL,2022,87.15536
World,OWID_WRL,2023,87.35603
Yemen,YEM,1994,37.0
Zambia,ZMB,1990,65.0
Zambia,ZMB,1999,68.0
Zambia,ZMB,2002,69.0
Zambia,ZMB,2010,83.0
Zambia,ZMB,2018,71.1323
Zimbabwe,ZWE,1982,78.0
Zimbabwe,ZWE,1992,84.0
Zimbabwe,ZWE,2019,93.22755
