Entity,Code,Year,Illiterate,Literate
Italy,ITA,1475,85.0,15.0
Italy,ITA,1550,82.0,18.0
Italy,ITA,1650,77.0,23.0
Italy,ITA,1750,77.0,23.0
Italy,ITA,1901,48.2,51.8
Italy,ITA,1911,37.2,62.8
Italy,ITA,1921,26.8,73.2
Italy,ITA,1931,21.6,78.4
Italy,ITA,1950,12.5,87.5
Italy,ITA,1981,4.0,96.0
Italy,ITA,2001,2.0,98.0
Italy,ITA,2011,1.0,99.0
Italy,ITA,2019,1.0,99.0
Jamaica,JAM,1950,27.5,72.5
Jamaica,JAM,1999,20.0,80.0
Japan,JPN,1950,2.5,97.5
Jordan,JOR,1950,82.5,17.5
Jordan,JOR,1979,33.0,67.0
Jordan,JOR,2003,10.0,90.0
Jordan,JOR,2005,9.0,91.0
Jordan,JOR,2007,8.0,92.0
Jordan,JOR,2010,7.0,93.0
Jordan,JOR,2011,4.0,96.0
Jordan,JOR,2012,2.0,98.0
Jordan,JOR,2018,4.56855,95.43145
Jordan,JOR,2023,5.0,95.0
Kazakhstan,KAZ,1989,2.0,98.0
Kazakhstan,KAZ,1999,0.0,100.0
Kazakhstan,KAZ,2009,0.0,100.0
Kenya,KEN,1950,77.5,22.5
Kenya,KEN,2000,18.0,82.0
Kiribati,KIR,1950,7.5,92.5
Kiribati,KIR,2018,2.0402908,97.95971
Kuwait,KWT,1950,82.5,17.5
Kuwait,KWT,1975,40.0,60.0
Kuwait,KWT,1980,32.0,68.0
Kuwait,KWT,1985,26.0,74.0
Kuwait,KWT,1995,22.0,78.0
Kuwait,KWT,2005,7.0,93.0
Kuwait,KWT,2006,7.0,93.0
Kuwait,KWT,2007,6.0,94.0
Kuwait,KWT,2008,6.0,94.0
Kuwait,KWT,2010,6.0,94.0
Kuwait,KWT,2012,4.0,96.0
Kuwait,KWT,2013,4.0,96.0
Kuwait,KWT,2015,4.0,96.0
Kuwait,KWT,2017,4.0,96.0
Kuwait,KWT,2018,4.0,96.0
Kuwait,KWT,2020,4.0,96.0
Kyrgyzstan,KGZ,1999,1.0,99.0
Kyrgyzstan,KGZ,2009,1.0,99.0
Laos,LAO,1950,82.5,17.5
Laos,LAO,1995,40.0,60.0
Laos,LAO,2000,30.0,70.0
Laos,LAO,2001,31.0,69.0
Laos,LAO,2005,27.0,73.0
Laos,LAO,2015,15.0,85.0
Latin America and Caribbean (WB),,1974,21.282051,78.71795
Latin America and Caribbean (WB),,1975,21.262573,78.73743
Latin America and Caribbean (WB),,1976,20.9133,79.0867
Latin America and Caribbean (WB),,1977,20.51052,79.48948
Latin America and Caribbean (WB),,1978,20.073013,79.92699
Latin America and Caribbean (WB),,1979,19.677277,80.32272
Latin America and Caribbean (WB),,1980,19.322609,80.67739
Latin America and Caribbean (WB),,1981,18.925941,81.07406
Latin America and Caribbean (WB),,1982,18.538887,81.46111
Latin America and Caribbean (WB),,1983,18.15744,81.84256
Latin America and Caribbean (WB),,1984,17.786789,82.21321
Latin America and Caribbean (WB),,1985,17.426163,82.57384
Latin America and Caribbean (WB),,1986,17.07473,82.92527
Latin America and Caribbean (WB),,1987,16.782387,83.21761
Latin America and Caribbean (WB),,1988,16.29229,83.70771
Latin America and Caribbean (WB),,1989,15.850502,84.1495
Latin America and Caribbean (WB),,1990,15.532127,84.46787
Latin America and Caribbean (WB),,1991,14.933609,85.06639
Latin America and Caribbean (WB),,1992,14.334457,85.66554
Latin America and Caribbean (WB),,1993,13.745087,86.25491
Latin America and Caribbean (WB),,1994,13.16674,86.83326
Latin America and Caribbean (WB),,1995,12.5937805,87.40622
Latin America and Caribbean (WB),,1996,12.220879,87.77912
Latin America and Caribbean (WB),,1997,11.9555435,88.04446
Latin America and Caribbean (WB),,1998,11.600967,88.39903
Latin America and Caribbean (WB),,1999,11.283447,88.71655
Latin America and Caribbean (WB),,2000,10.983337,89.01666
Latin America and Caribbean (WB),,2001,10.824249,89.17575
Latin America and Caribbean (WB),,2002,10.556938,89.44306
Latin America and Caribbean (WB),,2003,9.9040985,90.0959
Latin America and Caribbean (WB),,2004,9.627731,90.37227
Latin America and Caribbean (WB),,2005,9.660591,90.33941
Latin America and Caribbean (WB),,2006,9.457687,90.54231
Latin America and Caribbean (WB),,2007,8.609367,91.39063
Latin America and Caribbean (WB),,2008,8.310661,91.68934
Latin America and Caribbean (WB),,2009,8.13533,91.86467
Latin America and Caribbean (WB),,2010,8.2148285,91.78517
Latin America and Caribbean (WB),,2011,7.50943,92.49057
Latin America and Caribbean (WB),,2012,7.2005234,92.79948
Latin America and Caribbean (WB),,2013,7.2159424,92.78406
Latin America and Caribbean (WB),,2014,6.717949,93.28205
Latin America and Caribbean (WB),,2015,6.573143,93.42686
Latin America and Caribbean (WB),,2016,6.1316833,93.86832
Latin America and Caribbean (WB),,2017,6.1005325,93.89947
Latin America and Caribbean (WB),,2018,5.914093,94.08591
Latin America and Caribbean (WB),,2019,5.7443314,94.25567
Latin America and Caribbean (WB),,2020,5.6866913,94.31331
Latin America and Caribbean (WB),,2021,5.50618,94.49382
Latin America and Caribbean (WB),,2022,5.3530807,94.64692
Latin America and Caribbean (WB),,2023,5.2099915,94.79001
Latin America and the Caribbean (SDG),,1974,21.281487,78.71851
Latin America and the Caribbean (SDG),,1975,21.262009,78.73799
Latin America and the Caribbean (SDG),,1976,20.91275,79.08725
Latin America and the Caribbean (SDG),,1977,20.509987,79.49001
Latin America and the Caribbean (SDG),,1978,20.072502,79.9275
Latin America and the Caribbean (SDG),,1979,19.676788,80.32321
Latin America and the Caribbean (SDG),,1980,19.322128,80.67787
Latin America and the Caribbean (SDG),,1981,18.925484,81.07452
Latin America and the Caribbean (SDG),,1982,18.538437,81.46156
Latin America and the Caribbean (SDG),,1983,18.157013,81.84299
Latin America and the Caribbean (SDG),,1984,17.78637,82.21363
Latin America and the Caribbean (SDG),,1985,17.425758,82.57424
Latin America and the Caribbean (SDG),,1986,17.07434,82.92566
Latin America and the Caribbean (SDG),,1987,16.782013,83.21799
Latin America and the Caribbean (SDG),,1988,16.291931,83.70807
Latin America and the Caribbean (SDG),,1989,15.850159,84.14984
Latin America and the Caribbean (SDG),,1990,15.531799,84.4682
Latin America and the Caribbean (SDG),,1991,14.933296,85.0667
Latin America and the Caribbean (SDG),,1992,14.334183,85.66582
Latin America and the Caribbean (SDG),,1993,13.744843,86.25516
Latin America and the Caribbean (SDG),,1994,13.166519,86.83348
Latin America and the Caribbean (SDG),,1995,12.593582,87.40642
Latin America and the Caribbean (SDG),,1996,12.220688,87.77931
Latin America and the Caribbean (SDG),,1997,11.95536,88.04464
Latin America and the Caribbean (SDG),,1998,11.6008,88.3992
Latin America and the Caribbean (SDG),,1999,11.283287,88.71671
Latin America and the Caribbean (SDG),,2000,10.983177,89.01682
Latin America and the Caribbean (SDG),,2001,10.824089,89.17591
Latin America and the Caribbean (SDG),,2002,10.556793,89.44321
Latin America and the Caribbean (SDG),,2003,9.903976,90.09602
Latin America and the Caribbean (SDG),,2004,9.627609,90.37239
Latin America and the Caribbean (SDG),,2005,9.660469,90.33953
Latin America and the Caribbean (SDG),,2006,9.457581,90.54242
Latin America and the Caribbean (SDG),,2007,8.609291,91.39071
Latin America and the Caribbean (SDG),,2008,8.310593,91.68941
Latin America and the Caribbean (SDG),,2009,8.135262,91.86474
Latin America and the Caribbean (SDG),,2010,8.214752,91.78525
Latin America and the Caribbean (SDG),,2011,7.509369,92.49063
Latin America and the Caribbean (SDG),,2012,7.20047,92.79953
Latin America and the Caribbean (SDG),,2013,7.215889,92.78411
Latin America and the Caribbean (SDG),,2014,6.7179184,93.28208
Latin America and the Caribbean (SDG),,2015,6.5731125,93.42689
Latin America and the Caribbean (SDG),,2016,6.1316605,93.86834
Latin America and the Caribbean (SDG),,2017,6.1005096,93.89949
Latin America and the Caribbean (SDG),,2018,5.9140778,94.08592
Latin America and the Caribbean (SDG),,2019,5.7443237,94.25568
Latin America and the Caribbean (SDG),,2020,5.6866913,94.31331
Latin America and the Caribbean (SDG),,2021,5.50618,94.49382
Latin America and the Caribbean (SDG),,2022,5.3530807,94.64692
Latin America and the Caribbean (SDG),,2023,5.209999,94.79
Latvia,LVA,1989,1.0,99.0
Latvia,LVA,2000,0.0,100.0
Latvia,LVA,2011,0.0,100.0
Lebanon,LBN,1950,52.5,47.5
Lebanon,LBN,2007,10.0,90.0
Lebanon,LBN,2009,9.0,91.0
Lebanon,LBN,2018,7.0,93.0
Lesotho,LSO,1950,47.5,52.5
Lesotho,LSO,2000,14.0,86.0
Lesotho,LSO,2006,34.0,66.0
Lesotho,LSO,2016,3.0,97.0
Lesotho,LSO,2018,13.759132,86.24087
Liberia,LBR,1950,92.5,7.5
Liberia,LBR,1984,68.0,32.0
Libya,LBY,1950,92.5,7.5
Libya,LBY,1984,40.0,60.0
Liechtenstein,LIE,1950,1.5,98.5
Lithuania,LTU,1989,2.0,98.0
Lithuania,LTU,2001,0.0,100.0
Lithuania,LTU,2011,0.0,100.0
Low-income countries,,1988,53.52646,46.47354
Low-income countries,,1989,53.10625,46.89375
Low-income countries,,1990,52.60835,47.39165
Low-income countries,,1991,52.3177,47.6823
Low-income countries,,1992,52.17815,47.82185
Low-income countries,,1993,51.96915,48.03085
Low-income countries,,1994,51.68891,48.31109
Low-income countries,,1995,51.324,48.676
Low-income countries,,1996,50.95733,49.04267
Low-income countries,,1997,50.26669,49.73331
Low-income countries,,1998,49.56981,50.43019
Low-income countries,,1999,49.02119,50.97881
Low-income countries,,2000,48.60134,51.39866
Low-income countries,,2001,47.95284,52.04716
Low-income countries,,2002,47.2836,52.7164
Low-income countries,,2003,46.88651,53.11349
Low-income countries,,2004,46.41802,53.58198
Low-income countries,,2005,46.00279,53.99721
Low-income countries,,2006,47.8201,52.1799
Low-income countries,,2007,46.58184,53.41816
Low-income countries,,2008,45.68599,54.31401
Low-income countries,,2009,45.17653,54.82347
Low-income countries,,2010,44.68027,55.31973
Low-income countries,,2011,42.64128,57.35872
Low-income countries,,2012,42.19119,57.80881
Low-income countries,,2013,41.34499,58.65501
Low-income countries,,2014,40.92917,59.07083
Low-income countries,,2015,40.25754,59.74246
Low-income countries,,2016,39.5733,60.4267
Low-income countries,,2017,38.51638,61.48362
Low-income countries,,2018,38.54596,61.45404
Low-income countries,,2019,38.47153,61.52847
Low-income countries,,2020,38.30996,61.69004
Low-income countries,,2021,37.81859,62.18141
Low-income countries,,2022,37.36754,62.63246
Low-income countries,,2023,36.96147,63.03853
Lower-middle-income countries,,1975,55.73812,44.26188
Lower-middle-income countries,,1976,55.63687,44.36313
Lower-middle-income countries,,1977,55.10138,44.89862
Lower-middle-income countries,,1978,54.54864,45.45136
Lower-middle-income countries,,1979,53.99939,46.00061
Lower-middle-income countries,,1980,53.46694,46.53306
Lower-middle-income countries,,1981,52.93481,47.06519
Lower-middle-income countries,,1982,52.36565,47.63435
Lower-middle-income countries,,1983,51.87893,48.12107
Lower-middle-income countries,,1984,51.27893,48.72107
Lower-middle-income countries,,1985,50.67795,49.32205
Lower-middle-income countries,,1986,50.16317,49.83683
Lower-middle-income countries,,1987,49.28476,50.71524
Lower-middle-income countries,,1988,48.59408,51.40592
Lower-middle-income countries,,1989,47.8964,52.1036
Lower-middle-income countries,,1990,47.1931,52.8069
Lower-middle-income countries,,1991,46.48436,53.51564
Lower-middle-income countries,,1992,45.59515,54.40485
Lower-middle-income countries,,1993,44.73002,55.26998
Lower-middle-income countries,,1994,43.91726,56.08274
Lower-middle-income countries,,1995,43.14224,56.85776
Lower-middle-income countries,,1996,42.36563,57.63437
Lower-middle-income countries,,1997,41.58707,58.41293
Lower-middle-income countries,,1998,38.15115,61.84885
Lower-middle-income countries,,1999,37.40852,62.59148
Lower-middle-income countries,,2000,37.19769,62.80231
Lower-middle-income countries,,2001,36.47008,63.52992
Lower-middle-income countries,,2002,35.75167,64.24833
Lower-middle-income countries,,2003,34.705276,65.29472
Lower-middle-income countries,,2004,34.003128,65.99687
Lower-middle-income countries,,2005,34.21398,65.78602
Lower-middle-income countries,,2006,34.231483,65.76852
Lower-middle-income countries,,2007,33.70806,66.29194
Lower-middle-income countries,,2008,33.056282,66.94372
Lower-middle-income countries,,2009,32.36476,67.63524
Lower-middle-income countries,,2010,30.491669,69.50833
Lower-middle-income countries,,2011,30.19014,69.80986
Lower-middle-income countries,,2012,29.74424,70.25576
Lower-middle-income countries,,2013,28.8404,71.1596
Lower-middle-income countries,,2014,28.103127,71.89687
Lower-middle-income countries,,2015,27.015327,72.98467
Lower-middle-income countries,,2016,26.265999,73.734
Lower-middle-income countries,,2017,25.732887,74.26711
Lower-middle-income countries,,2018,24.926857,75.07314
Lower-middle-income countries,,2019,24.754494,75.24551
Lower-middle-income countries,,2020,24.119698,75.8803
Lower-middle-income countries,,2021,23.511772,76.48823
Lower-middle-income countries,,2022,22.917358,77.08264
Lower-middle-income countries,,2023,22.36818,77.63182
Luxembourg,LUX,1950,3.5,96.5
Macao,MAC,1950,42.5,57.5
Macao,MAC,1981,10.0,90.0
Macao,MAC,2001,9.0,91.0
Macao,MAC,2006,7.0,93.0
Macao,MAC,2011,4.0,96.0
Macao,MAC,2016,3.0,97.0
Madagascar,MDG,1950,67.5,32.5
Madagascar,MDG,2000,29.0,71.0
Madagascar,MDG,2005,41.0,59.0
Madagascar,MDG,2012,28.0,72.0
Madagascar,MDG,2018,23.0,77.0
Madagascar,MDG,2021,25.313858,74.68614
Malawi,MWI,1950,92.5,7.5
Malawi,MWI,1987,51.0,49.0
Malawi,MWI,1998,36.0,64.0
Malawi,MWI,2020,29.847733,70.15227
Malaysia,MYS,1950,62.5,37.5
Malaysia,MYS,1980,30.0,70.0
Malaysia,MYS,1991,17.0,83.0
Malaysia,MYS,2000,11.0,89.0
Malaysia,MYS,2010,7.0,93.0
Malaysia,MYS,2016,5.0,95.0
Malaysia,MYS,2017,5.0,95.0
Malaysia,MYS,2018,5.0,95.0
Malaysia,MYS,2019,5.0,95.0
Malaysia,MYS,2022,4.0,96.0
Maldives,MDV,1950,27.5,72.5
Maldives,MDV,1977,18.0,82.0
Maldives,MDV,1985,8.0,92.0
Maldives,MDV,1990,4.0,96.0
Maldives,MDV,1995,4.0,96.0
Maldives,MDV,2000,4.0,96.0
Maldives,MDV,2006,2.0,98.0
Maldives,MDV,2014,1.0,99.0
Maldives,MDV,2016,2.0,98.0
Maldives,MDV,2017,5.4944916,94.50551
Maldives,MDV,2019,1.7881393,98.21186
Mali,MLI,1976,91.0,9.0
Mali,MLI,1998,81.0,19.0
Mali,MLI,2003,76.0,24.0
Mali,MLI,2006,74.0,26.0
Mali,MLI,2010,69.0,31.0
Mali,MLI,2011,69.0,31.0
Mali,MLI,2015,67.0,33.0
Mali,MLI,2018,65.0,35.0
Malta,MLT,1950,42.5,57.5
Malta,MLT,1985,13.0,87.0
Malta,MLT,1995,12.0,88.0
Malta,MLT,2005,8.0,92.0
Malta,MLT,2011,7.0,93.0
Marshall Islands,MHL,2011,2.0,98.0
Martinique,MTQ,1950,27.5,72.5
Martinique,MTQ,1982,7.0,93.0
Mauritania,MRT,2000,49.0,51.0
Mauritania,MRT,2013,38.0,62.0
Mauritania,MRT,2015,34.887978,65.11202
Mauritania,MRT,2020,40.47034,59.52966
Mauritius,MUS,1950,47.5,52.5
Mauritius,MUS,1990,20.0,80.0
Mauritius,MUS,2000,16.0,84.0
Mauritius,MUS,2011,11.0,89.0
Mauritius,MUS,2012,8.0,92.0
Mauritius,MUS,2013,9.0,91.0
Mauritius,MUS,2014,8.0,92.0
Mauritius,MUS,2015,7.0,93.0
Mauritius,MUS,2016,7.0,93.0
Mexico,MEX,1900,77.7,22.3
Mexico,MEX,1910,72.3,27.7
Mexico,MEX,1921,66.2,33.8
Mexico,MEX,1930,61.5,38.5
Mexico,MEX,1940,54.0,46.0
Mexico,MEX,1950,37.5,62.5
Mexico,MEX,1980,17.0,83.0
Mexico,MEX,1990,12.0,88.0
Mexico,MEX,2000,9.0,91.0
Mexico,MEX,2002,10.0,90.0
Mexico,MEX,2004,9.0,91.0
Mexico,MEX,2005,8.0,92.0
Mexico,MEX,2006,8.0,92.0
Mexico,MEX,2007,7.0,93.0
Mexico,MEX,2008,7.0,93.0
Mexico,MEX,2009,7.0,93.0
Mexico,MEX,2010,7.0,93.0
Mexico,MEX,2011,6.0,94.0
Mexico,MEX,2012,6.0,94.0
Mexico,MEX,2013,6.0,94.0
Mexico,MEX,2014,5.0,95.0
Mexico,MEX,2015,6.0,94.0
Mexico,MEX,2016,5.0,95.0
Mexico,MEX,2017,5.0,95.0
Mexico,MEX,2018,5.0,95.0
Mexico,MEX,2020,5.0,95.0
Middle East and North Africa (WB),,1974,56.00028,43.99972
Middle East and North Africa (WB),,1975,55.50897,44.49103
Middle East and North Africa (WB),,1976,55.00032,44.99968
Middle East and North Africa (WB),,1977,54.44148,45.55852
Middle East and North Africa (WB),,1978,53.78316,46.21684
Middle East and North Africa (WB),,1979,53.10201,46.89799
Middle East and North Africa (WB),,1980,52.34566,47.65434
Middle East and North Africa (WB),,1981,51.58368,48.41632
Middle East and North Africa (WB),,1982,50.66288,49.33712
Middle East and North Africa (WB),,1983,49.96582,50.03418
Middle East and North Africa (WB),,1984,49.00454,50.99546
Middle East and North Africa (WB),,1985,48.05492,51.94508
Middle East and North Africa (WB),,1986,47.10434,52.89566
Middle East and North Africa (WB),,1987,46.17346,53.82654
Middle East and North Africa (WB),,1988,45.15993,54.84007
Middle East and North Africa (WB),,1989,44.15449,55.84551
Middle East and North Africa (WB),,1990,41.76429,58.23571
Middle East and North Africa (WB),,1991,40.57349,59.42651
Middle East and North Africa (WB),,1992,39.47795,60.52205
Middle East and North Africa (WB),,1993,38.61286,61.38714
Middle East and North Africa (WB),,1994,37.65129,62.34871
Middle East and North Africa (WB),,1995,36.17486,63.82514
Middle East and North Africa (WB),,1996,35.03932,64.96068
Middle East and North Africa (WB),,1997,33.93638,66.06362
Middle East and North Africa (WB),,1998,32.732674,67.26733
Middle East and North Africa (WB),,1999,31.63256,68.36744
Middle East and North Africa (WB),,2000,30.598412,69.40159
Middle East and North Africa (WB),,2001,29.467583,70.53242
Middle East and North Africa (WB),,2002,28.43544,71.56456
Middle East and North Africa (WB),,2003,25.87294,74.12706
Middle East and North Africa (WB),,2004,25.036774,74.96323
Middle East and North Africa (WB),,2005,24.42891,75.57109
Middle East and North Africa (WB),,2006,25.407883,74.59212
Middle East and North Africa (WB),,2007,24.63002,75.36998
Middle East and North Africa (WB),,2008,22.914787,77.08521
Middle East and North Africa (WB),,2009,23.981728,76.01827
Middle East and North Africa (WB),,2010,23.390617,76.60938
Middle East and North Africa (WB),,2011,22.67614,77.32386
Middle East and North Africa (WB),,2012,22.002258,77.99774
Middle East and North Africa (WB),,2013,21.39183,78.60817
Middle East and North Africa (WB),,2014,21.014488,78.98551
Middle East and North Africa (WB),,2015,20.36026,79.63974
Middle East and North Africa (WB),,2016,21.523651,78.47635
Middle East and North Africa (WB),,2017,21.071259,78.92874
Middle East and North Africa (WB),,2018,20.743279,79.25672
Middle East and North Africa (WB),,2019,20.446136,79.55386
Middle East and North Africa (WB),,2020,20.104233,79.89577
Middle East and North Africa (WB),,2021,19.698807,80.30119
Middle East and North Africa (WB),,2022,19.3889,80.6111
Middle East and North Africa (WB),,2023,19.050858,80.94914
Middle-income countries,,1975,41.07907,58.92093
Middle-income countries,,1976,40.91464,59.08536
Middle-income countries,,1977,40.57844,59.42156
Middle-income countries,,1978,39.78853,60.21147
Middle-income countries,,1979,38.94526,61.05474
Middle-income countries,,1980,38.16434,61.83566
Middle-income countries,,1981,37.40437,62.59563
Middle-income countries,,1982,36.66432,63.33568
Middle-income countries,,1983,35.951202,64.0488
Middle-income countries,,1984,35.11167,64.88833
Middle-income countries,,1985,34.364998,65.635
Middle-income countries,,1986,33.66275,66.33725
Middle-income countries,,1987,32.808487,67.19151
Middle-income countries,,1988,30.629791,69.37021
Middle-income countries,,1989,29.991043,70.00896
Middle-income countries,,1990,29.30024,70.69976
Middle-income countries,,1991,28.770851,71.22915
Middle-income countries,,1992,28.164078,71.83592
Middle-income countries,,1993,27.584442,72.41556
Middle-income countries,,1994,27.03975,72.96025
Middle-income countries,,1995,26.482918,73.51708
Middle-income countries,,1996,25.954903,74.0451
Middle-income countries,,1997,23.288582,76.71142
Middle-income countries,,1998,21.701462,78.29854
Middle-income countries,,1999,21.266792,78.73321
Middle-income countries,,2000,21.022774,78.97723
Middle-income countries,,2001,20.61908,79.38092
Middle-income countries,,2002,20.185173,79.81483
Middle-income countries,,2003,19.551567,80.44843
Middle-income countries,,2004,19.120491,80.87951
Middle-income countries,,2005,19.120064,80.87994
Middle-income countries,,2006,19.019432,80.98057
Middle-income countries,,2007,18.317482,81.68252
Middle-income countries,,2008,17.869904,82.1301
Middle-income countries,,2009,17.58371,82.41629
Middle-income countries,,2010,16.724762,83.27524
Middle-income countries,,2011,16.58397,83.41603
Middle-income countries,,2012,16.327873,83.67213
Middle-income countries,,2013,15.95491,84.04509
Middle-income countries,,2014,15.509216,84.49078
Middle-income countries,,2015,15.026009,84.97399
Middle-income countries,,2016,14.629448,85.37055
Middle-income countries,,2017,14.4464035,85.5536
Middle-income countries,,2018,14.054176,85.94582
Middle-income countries,,2019,13.884422,86.11558
Middle-income countries,,2020,13.592949,86.40705
Middle-income countries,,2021,13.348106,86.65189
Middle-income countries,,2022,13.041557,86.95844
Middle-income countries,,2023,12.771606,87.22839
Moldova,MDA,1989,4.0,96.0
Moldova,MDA,2000,3.0,97.0
Moldova,MDA,2014,1.0,99.0
Monaco,MCO,1950,3.5,96.5
Mongolia,MNG,1950,42.5,57.5
Mongolia,MNG,2000,2.0,98.0
Mongolia,MNG,2010,2.0,98.0
Mongolia,MNG,2018,3.103653,96.89635
Mongolia,MNG,2020,1.0,99.0
Mongolia,MNG,2022,1.2737808,98.72622
Montenegro,MNE,1981,10.0,90.0
Montenegro,MNE,1991,7.0,93.0
Montenegro,MNE,2003,2.0,98.0
Montenegro,MNE,2011,2.0,98.0
Montenegro,MNE,2018,1.4655991,98.5344
Morocco,MAR,1950,87.5,12.5
Morocco,MAR,1982,70.0,30.0
Morocco,MAR,1994,58.0,42.0
Morocco,MAR,2004,48.0,52.0
Morocco,MAR,2008,45.0,55.0
Morocco,MAR,2009,44.0,56.0
Morocco,MAR,2011,33.0,67.0
Morocco,MAR,2012,31.0,69.0
Morocco,MAR,2014,24.0,76.0
Mozambique,MOZ,1950,97.0,3.0
Mozambique,MOZ,1980,73.0,27.0
Mozambique,MOZ,1997,61.0,39.0
Mozambique,MOZ,2003,52.0,48.0
Mozambique,MOZ,2009,49.0,51.0
Mozambique,MOZ,2015,44.0,56.0
Mozambique,MOZ,2017,39.0,61.0
Mozambique,MOZ,2020,40.0,60.0
Myanmar,MMR,1901,71.6,28.4
Myanmar,MMR,1911,70.6,29.4
Myanmar,MMR,1921,64.3,35.7
Myanmar,MMR,1931,59.8,40.2
Myanmar,MMR,1950,42.5,57.5
Myanmar,MMR,1983,21.0,79.0
Myanmar,MMR,2000,10.0,90.0
Myanmar,MMR,2014,10.0,90.0
Myanmar,MMR,2019,11.0,89.0
Namibia,NAM,1991,24.0,76.0
Namibia,NAM,2001,15.0,85.0
Namibia,NAM,2011,12.0,88.0
Nauru,NRU,1950,27.5,72.5
Nauru,NRU,2023,3.4134598,96.58654
Nepal,NPL,1950,97.0,3.0
Nepal,NPL,1981,79.0,21.0
Nepal,NPL,1991,67.0,33.0
Nepal,NPL,2001,51.0,49.0
Nepal,NPL,2011,40.0,60.0
Nepal,NPL,2016,34.498993,65.50101
Nepal,NPL,2019,31.287498,68.7125
Netherlands,NLD,1475,83.0,17.0
Netherlands,NLD,1550,88.0,12.0
Netherlands,NLD,1650,47.0,53.0
Netherlands,NLD,1750,15.0,85.0
Netherlands,NLD,1950,1.5,98.5
Netherlands Antilles,ANT,1950,27.5,72.5
New Caledonia,NCL,1950,62.5,37.5
New Caledonia,NCL,1976,9.0,91.0
New Caledonia,NCL,1989,7.0,93.0
New Caledonia,NCL,1996,4.0,96.0
New Zealand,NZL,1950,1.5,98.5
Nicaragua,NIC,1950,62.5,37.5
Nicaragua,NIC,2001,23.0,77.0
Nicaragua,NIC,2005,22.0,78.0
Niger,NER,2001,86.0,14.0
Niger,NER,2005,71.0,29.0
Niger,NER,2012,69.0,31.0
Niger,NER,2018,66.952545,33.04745
Niger,NER,2022,64.39029,35.60971
Nigeria,NGA,1950,87.5,12.5
Nigeria,NGA,1991,45.0,55.0
Nigeria,NGA,2003,45.0,55.0
Nigeria,NGA,2006,30.0,70.0
Nigeria,NGA,2016,41.77866,58.22134
Nigeria,NGA,2021,36.84446,63.15554
Niue,NIU,1950,7.5,92.5
Norfolk Island,NFK,1950,12.5,87.5
North America (WB),,2003,1.3800812,98.61992
North America (WB),,2004,1.3684387,98.63156
North America (WB),,2005,1.3576279,98.64237
North America (WB),,2006,1.3430481,98.65695
North America (WB),,2007,1.3335724,98.66643
North America (WB),,2008,1.3134232,98.68658
North America (WB),,2017,1.246521,98.75348
North America (WB),,2018,1.2402115,98.75979
North America (WB),,2019,1.2348328,98.76517
North America (WB),,2020,1.2297134,98.77029
North America (WB),,2021,1.2228317,98.77717
North America (WB),,2022,1.2205887,98.77941
North Korea,PRK,2008,0.0,100.0
North Macedonia,MKD,1994,6.0,94.0
North Macedonia,MKD,2002,4.0,96.0
Northern Africa and Western Asia (SDG),,1976,45.6589,54.3411
Northern Africa and Western Asia (SDG),,1977,45.21922,54.78078
Northern Africa and Western Asia (SDG),,1978,44.70278,55.29722
Northern Africa and Western Asia (SDG),,1979,44.32684,55.67316
Northern Africa and Western Asia (SDG),,1980,43.73224,56.26776
Northern Africa and Western Asia (SDG),,1981,43.1129,56.8871
Northern Africa and Western Asia (SDG),,1982,42.42635,57.57365
Northern Africa and Western Asia (SDG),,1983,42.15848,57.84152
Northern Africa and Western Asia (SDG),,1984,40.26601,59.73399
Northern Africa and Western Asia (SDG),,1985,39.53137,60.46863
Northern Africa and Western Asia (SDG),,1986,38.79429,61.20571
Northern Africa and Western Asia (SDG),,1987,38.07546,61.92454
Northern Africa and Western Asia (SDG),,1988,37.28676,62.71324
Northern Africa and Western Asia (SDG),,1989,36.62206,63.37794
Northern Africa and Western Asia (SDG),,1990,35.803627,64.19637
Northern Africa and Western Asia (SDG),,1991,34.996513,65.00349
Northern Africa and Western Asia (SDG),,1992,34.228218,65.77178
Northern Africa and Western Asia (SDG),,1993,33.66423,66.33577
Northern Africa and Western Asia (SDG),,1994,32.94233,67.05767
Northern Africa and Western Asia (SDG),,1995,32.200844,67.79916
Northern Africa and Western Asia (SDG),,1996,31.33023,68.66977
Northern Africa and Western Asia (SDG),,1997,30.492973,69.50703
Northern Africa and Western Asia (SDG),,1998,29.58561,70.41439
Northern Africa and Western Asia (SDG),,1999,28.758987,71.24101
Northern Africa and Western Asia (SDG),,2000,27.835136,72.16486
Northern Africa and Western Asia (SDG),,2001,26.965218,73.03478
Northern Africa and Western Asia (SDG),,2002,26.164291,73.83571
Northern Africa and Western Asia (SDG),,2003,24.061333,75.93867
Northern Africa and Western Asia (SDG),,2004,23.39833,76.60167
Northern Africa and Western Asia (SDG),,2005,22.818626,77.18137
Northern Africa and Western Asia (SDG),,2006,24.646858,75.35314
Northern Africa and Western Asia (SDG),,2007,23.991798,76.0082
Northern Africa and Western Asia (SDG),,2008,23.273514,76.72649
Northern Africa and Western Asia (SDG),,2009,23.92347,76.07653
Northern Africa and Western Asia (SDG),,2010,23.1297,76.8703
Northern Africa and Western Asia (SDG),,2011,21.52356,78.47644
Northern Africa and Western Asia (SDG),,2012,20.811111,79.18889
Northern Africa and Western Asia (SDG),,2013,20.19368,79.80632
