Entity,Code,Year,Literacy rate among young men,Literacy rate among young women,World region according to OWID
Palestine,PSE,2017,99.0,99.0,Asia
Palestine,PSE,2018,99.0,99.0,Asia
Palestine,PSE,2019,99.0,99.0,Asia
Palestine,PSE,2020,99.0,99.0,Asia
Palestine,PSE,2022,99.0,99.0,Asia
Panama,PAN,1980,96.0,96.0,North America
Panama,PAN,1990,95.0,95.0,North America
Panama,PAN,2000,97.0,96.0,North America
Panama,PAN,2010,98.0,97.0,North America
Panama,PAN,2014,98.4,97.6,North America
Panama,PAN,2015,98.4,98.1,North America
Panama,PAN,2016,99.1,98.4,North America
Panama,PAN,2017,99.3,98.8,North America
Panama,PAN,2018,99.3,98.9,North America
Panama,PAN,2019,98.9,98.9,North America
Panama,PAN,2021,99.3,99.2,North America
Panama,PAN,2022,99.4,99.3,North America
Panama,PAN,2023,98.8,98.9,North America
Papua New Guinea,PNG,2000,69.0,64.0,Oceania
Papua New Guinea,PNG,2017,87.25939,78.08662,Oceania
Paraguay,PRY,1982,90.0,89.0,South America
Paraguay,PRY,1992,96.0,95.0,South America
Paraguay,PRY,2001,95.7,95.6,South America
Paraguay,PRY,2002,97.6,97.3,South America
Paraguay,PRY,2003,97.3,97.5,South America
Paraguay,PRY,2004,97.3,97.2,South America
Paraguay,PRY,2005,97.6,98.1,South America
Paraguay,PRY,2006,98.4,97.9,South America
Paraguay,PRY,2007,98.6,98.8,South America
Paraguay,PRY,2008,97.6,98.2,South America
Paraguay,PRY,2009,98.0,99.0,South America
Paraguay,PRY,2010,98.5,98.6,South America
Paraguay,PRY,2011,98.3,98.7,South America
Paraguay,PRY,2012,98.3,98.1,South America
Paraguay,PRY,2013,98.6,99.2,South America
Paraguay,PRY,2014,99.0,98.5,South America
Paraguay,PRY,2015,98.4,99.0,South America
Paraguay,PRY,2016,98.2,98.7,South America
Paraguay,PRY,2017,97.7,98.9,South America
Paraguay,PRY,2018,97.7,98.9,South America
Paraguay,PRY,2019,98.0,98.7,South America
Paraguay,PRY,2020,98.6,98.7,South America
Paraguay,PRY,2021,98.1,99.2,South America
Paraguay,PRY,2022,98.5,98.8,South America
Paraguay,PRY,2023,98.8,99.0,South America
Peru,PER,1981,97.0,90.0,South America
Peru,PER,1993,97.0,94.0,South America
Peru,PER,2000,99.1,96.1,South America
Peru,PER,2001,98.2,96.1,South America
Peru,PER,2002,97.6,95.9,South America
Peru,PER,2003,97.6,96.0,South America
Peru,PER,2004,98.4,96.3,South America
Peru,PER,2005,98.1,96.8,South America
Peru,PER,2006,98.6,97.3,South America
Peru,PER,2007,98.1,97.0,South America
Peru,PER,2008,98.2,97.5,South America
Peru,PER,2009,98.7,97.9,South America
Peru,PER,2010,98.6,98.0,South America
Peru,PER,2011,98.6,98.3,South America
Peru,PER,2012,98.7,98.7,South America
Peru,PER,2013,98.9,98.9,South America
Peru,PER,2014,99.2,98.8,South America
Peru,PER,2015,99.3,98.8,South America
Peru,PER,2016,99.1,98.8,South America
Peru,PER,2017,99.3,98.9,South America
Peru,PER,2018,99.1,99.0,South America
Peru,PER,2019,99.1,99.1,South America
Peru,PER,2020,99.6,99.4,South America
Peru,PER,2021,99.1,99.2,South America
Peru,PER,2022,99.3,99.3,South America
Peru,PER,2023,99.3,99.4,South America
Philippines,PHL,1980,91.0,92.0,Asia
Philippines,PHL,1990,96.0,97.0,Asia
Philippines,PHL,1994,96.0,96.0,Asia
Philippines,PHL,2000,94.0,96.0,Asia
Philippines,PHL,2003,94.0,97.0,Asia
Philippines,PHL,2008,97.0,98.0,Asia
Philippines,PHL,2013,97.0,99.0,Asia
Philippines,PHL,2015,99.0,99.0,Asia
Philippines,PHL,2017,100.0,100.0,Asia
Philippines,PHL,2019,98.0,99.0,Asia
Philippines,PHL,2020,99.0,99.0,Asia
Philippines,PHL,2022,100.0,99.51506,Asia
Poland,POL,1978,100.0,100.0,Europe
Portugal,PRT,1981,98.0,98.0,Europe
Portugal,PRT,1991,99.0,99.0,Europe
Portugal,PRT,2011,99.0,99.0,Europe
Puerto Rico,PRI,1980,93.0,94.0,North America
Puerto Rico,PRI,1990,92.0,94.0,North America
Puerto Rico,PRI,2010,99.0,99.0,North America
Puerto Rico,PRI,2017,92.0,92.0,North America
Qatar,QAT,1986,89.0,91.0,Asia
Qatar,QAT,1997,94.0,96.0,Asia
Qatar,QAT,2004,95.0,98.0,Asia
Qatar,QAT,2007,99.0,99.0,Asia
Qatar,QAT,2008,95.0,97.0,Asia
Qatar,QAT,2009,98.0,98.0,Asia
Qatar,QAT,2010,96.0,98.0,Asia
Qatar,QAT,2011,98.0,99.0,Asia
Qatar,QAT,2012,99.0,100.0,Asia
Qatar,QAT,2013,99.0,99.0,Asia
Qatar,QAT,2014,98.0,100.0,Asia
Reunion,REU,1982,94.0,98.0,Africa
Romania,ROU,1992,99.0,99.0,Europe
Romania,ROU,2002,98.0,98.0,Europe
Romania,ROU,2011,99.0,99.0,Europe
Romania,ROU,2021,100.0,100.0,Europe
Russia,RUS,1989,100.0,100.0,Europe
Russia,RUS,2002,100.0,100.0,Europe
Russia,RUS,2010,100.0,100.0,Europe
Russia,RUS,2021,100.0,100.0,Europe
Rwanda,RWA,1978,60.0,45.0,Africa
Rwanda,RWA,2000,79.0,77.0,Africa
Rwanda,RWA,2005,72.72,68.21,Africa
Rwanda,RWA,2010,80.31,80.06,Africa
Rwanda,RWA,2012,81.0,83.0,Africa
Rwanda,RWA,2014,84.0,86.0,Africa
Rwanda,RWA,2015,87.92002,89.17011,Africa
Rwanda,RWA,2018,84.0,89.0,Africa
Rwanda,RWA,2020,90.36046,92.69652,Africa
Rwanda,RWA,2022,88.0,92.0,Africa
Saint Helena,SHN,1998,99.0,100.0,Africa
Saint Lucia,LCA,2012,100.0,99.96,North America
Saint Pierre and Miquelon,SPM,1982,99.0,99.0,North America
Saint Vincent and the Grenadines,VCT,1970,98.0,98.0,North America
Samoa,WSM,1991,99.0,99.0,Oceania
Samoa,WSM,2011,99.0,99.0,Oceania
Samoa,WSM,2016,100.0,100.0,Oceania
Samoa,WSM,2019,98.54096,99.55731,Oceania
San Marino,SMR,2022,100.0,100.0,Europe
Sao Tome and Principe,STP,1981,91.0,74.0,Africa
Sao Tome and Principe,STP,1991,96.0,92.0,Africa
Sao Tome and Principe,STP,2001,96.0,95.0,Africa
Sao Tome and Principe,STP,2012,97.0,96.0,Africa
Sao Tome and Principe,STP,2014,,100.0,Africa
Sao Tome and Principe,STP,2019,95.85022,95.07206,Africa
Saudi Arabia,SAU,1992,94.0,81.0,Asia
Saudi Arabia,SAU,2000,98.0,94.0,Asia
Saudi Arabia,SAU,2004,97.0,95.0,Asia
Saudi Arabia,SAU,2013,99.0,99.0,Asia
Saudi Arabia,SAU,2017,99.0,99.0,Asia
Saudi Arabia,SAU,2020,100.0,99.0,Asia
Senegal,SEN,1988,49.0,28.0,Africa
Senegal,SEN,2002,58.0,41.0,Africa
Senegal,SEN,2005,57.43,34.01,Africa
Senegal,SEN,2006,58.0,45.0,Africa
Senegal,SEN,2009,72.0,55.0,Africa
Senegal,SEN,2011,74.0,59.0,Africa
Senegal,SEN,2013,63.0,51.0,Africa
Senegal,SEN,2014,63.45,51.06,Africa
Senegal,SEN,2015,65.78748,56.87536,Africa
Senegal,SEN,2016,69.407,59.88586,Africa
Senegal,SEN,2017,76.0,64.0,Africa
Senegal,SEN,2018,66.22319,65.68582,Africa
Senegal,SEN,2019,68.82227,64.02553,Africa
Senegal,SEN,2023,69.2685,65.59709,Africa
Serbia,SRB,2003,99.0,99.0,Europe
Serbia,SRB,2005,,99.63,Europe
Serbia,SRB,2011,99.0,99.0,Europe
Serbia,SRB,2014,,99.83,Europe
Serbia,SRB,2016,100.0,100.0,Europe
Serbia,SRB,2019,100.0,100.0,Europe
Seychelles,SYC,1987,97.0,98.0,Africa
Seychelles,SYC,1994,98.0,99.0,Africa
Seychelles,SYC,2002,99.0,99.0,Africa
Seychelles,SYC,2010,99.0,99.0,Africa
Sierra Leone,SLE,2004,60.0,37.0,Africa
Sierra Leone,SLE,2005,,37.15,Africa
Sierra Leone,SLE,2008,73.58,41.3,Africa
Sierra Leone,SLE,2010,,49.46,Africa
Sierra Leone,SLE,2013,79.69,57.34,Africa
Sierra Leone,SLE,2017,78.74271,68.66314,Africa
Sierra Leone,SLE,2019,78.1976,67.86192,Africa
Singapore,SGP,1980,96.0,96.0,Asia
Singapore,SGP,1990,99.0,99.0,Asia
Singapore,SGP,2000,99.0,100.0,Asia
Singapore,SGP,2010,100.0,100.0,Asia
Singapore,SGP,2011,100.0,100.0,Asia
Singapore,SGP,2012,100.0,100.0,Asia
Singapore,SGP,2013,100.0,100.0,Asia
Singapore,SGP,2014,100.0,100.0,Asia
Singapore,SGP,2015,100.0,100.0,Asia
Singapore,SGP,2016,100.0,100.0,Asia
Singapore,SGP,2017,100.0,100.0,Asia
Singapore,SGP,2018,100.0,100.0,Asia
Singapore,SGP,2019,100.0,100.0,Asia
Singapore,SGP,2020,100.0,100.0,Asia
Singapore,SGP,2021,100.0,100.0,Asia
Slovenia,SVN,1991,100.0,100.0,Europe
Somalia,SOM,2006,,23.79,Africa
Somalia,SOM,2022,76.0,65.0,Africa
South Africa,ZAF,1980,85.0,85.0,Africa
South Africa,ZAF,1996,93.0,94.0,Africa
South Africa,ZAF,2007,97.0,98.0,Africa
South Africa,ZAF,2009,98.0,99.0,Africa
South Africa,ZAF,2010,98.0,99.0,Africa
South Africa,ZAF,2011,98.0,99.0,Africa
South Africa,ZAF,2012,98.0,99.0,Africa
South Africa,ZAF,2014,99.0,99.0,Africa
South Africa,ZAF,2015,99.0,99.0,Africa
South Africa,ZAF,2016,95.83106,97.71958,Africa
South Africa,ZAF,2017,94.0,97.0,Africa
South Africa,ZAF,2019,98.0,99.0,Africa
South Africa,ZAF,2021,96.0,97.0,Africa
South Asia (WB),,1975,61.23359,32.74992,
South Asia (WB),,1976,61.21412,32.72811,
South Asia (WB),,1977,61.64887,33.80736,
South Asia (WB),,1978,61.9847,34.88634,
South Asia (WB),,1979,62.23472,35.96832,
South Asia (WB),,1980,62.3737,36.94905,
South Asia (WB),,1981,62.3914,37.82758,
South Asia (WB),,1982,62.57432,38.92459,
South Asia (WB),,1983,62.71156,40.01843,
South Asia (WB),,1984,62.81609,41.12846,
South Asia (WB),,1985,62.97352,42.23746,
South Asia (WB),,1986,63.16405,43.34882,
South Asia (WB),,1987,63.43552,44.40838,
South Asia (WB),,1988,66.51168,42.31399,
South Asia (WB),,1989,67.4087,44.00039,
South Asia (WB),,1990,68.20921,45.63503,
South Asia (WB),,1991,68.92892,47.24611,
South Asia (WB),,1992,70.42248,48.73938,
South Asia (WB),,1993,71.8677,50.23563,
South Asia (WB),,1994,72.58117,51.90192,
South Asia (WB),,1995,73.29805,53.54513,
South Asia (WB),,1996,74.01736,55.14931,
South Asia (WB),,1997,74.6834,56.55587,
South Asia (WB),,1998,78.93805,59.33065,
South Asia (WB),,1999,79.58144,61.19646,
South Asia (WB),,2000,80.11587,62.95541,
South Asia (WB),,2001,80.55457,64.61875,
South Asia (WB),,2002,81.07521,66.302,
South Asia (WB),,2003,82.17898,67.5551,
South Asia (WB),,2004,82.60598,69.19014,
South Asia (WB),,2005,84.34488,69.3995,
South Asia (WB),,2006,83.2914,70.5399,
South Asia (WB),,2007,83.58977,72.24752,
South Asia (WB),,2008,84.51249,73.95381,
South Asia (WB),,2009,85.06028,75.67667,
South Asia (WB),,2010,86.65498,77.2101,
South Asia (WB),,2011,86.86274,78.52292,
South Asia (WB),,2012,87.20437,79.44468,
South Asia (WB),,2013,88.39692,81.3398,
South Asia (WB),,2014,88.77747,82.62181,
South Asia (WB),,2015,89.4431,84.15232,
South Asia (WB),,2016,90.26568,85.64712,
South Asia (WB),,2017,90.72693,86.29461,
South Asia (WB),,2018,90.6786,86.08996,
South Asia (WB),,2019,93.54365,88.6587,
South Asia (WB),,2020,93.79383,89.36649,
South Asia (WB),,2021,94.11137,90.07337,
South Asia (WB),,2022,94.38901,90.81525,
South Asia (WB),,2023,94.64723,91.47357,
South Korea,KOR,2008,100.0,100.0,Asia
South Sudan,SSD,2008,44.0,30.0,Africa
South Sudan,SSD,2010,,24.87,Africa
Spain,ESP,1981,99.0,99.0,Europe
Spain,ESP,1991,100.0,100.0,Europe
Spain,ESP,2004,100.0,100.0,Europe
Spain,ESP,2005,100.0,100.0,Europe
Spain,ESP,2006,100.0,99.0,Europe
Spain,ESP,2007,100.0,100.0,Europe
Spain,ESP,2008,100.0,100.0,Europe
Spain,ESP,2009,100.0,100.0,Europe
Spain,ESP,2010,100.0,100.0,Europe
Spain,ESP,2011,100.0,100.0,Europe
Spain,ESP,2012,100.0,100.0,Europe
Spain,ESP,2013,100.0,100.0,Europe
Spain,ESP,2014,100.0,100.0,Europe
Spain,ESP,2015,100.0,100.0,Europe
Spain,ESP,2016,100.0,100.0,Europe
Spain,ESP,2018,100.0,100.0,Europe
Spain,ESP,2020,99.0,100.0,Europe
Spain,ESP,2021,100.0,100.0,Europe
Sri Lanka,LKA,1981,92.0,90.0,Asia
Sri Lanka,LKA,2001,95.0,96.0,Asia
Sri Lanka,LKA,2006,97.0,98.0,Asia
Sri Lanka,LKA,2008,97.0,99.0,Asia
Sri Lanka,LKA,2010,98.0,99.0,Asia
Sri Lanka,LKA,2016,98.0,99.0,Asia
Sri Lanka,LKA,2017,99.0,99.0,Asia
Sri Lanka,LKA,2018,99.0,99.0,Asia
Sri Lanka,LKA,2019,99.0,99.0,Asia
Sri Lanka,LKA,2020,99.0,99.0,Asia
Sri Lanka,LKA,2021,99.0,99.0,Asia
Sri Lanka,LKA,2022,98.0,99.0,Asia
Sri Lanka,LKA,2023,99.0,99.0,Asia
Sub-Saharan Africa (SDG),,1984,70.43321,53.65901,
Sub-Saharan Africa (SDG),,1985,70.81741,54.50004,
Sub-Saharan Africa (SDG),,1986,71.08217,55.20773,
Sub-Saharan Africa (SDG),,1987,71.60052,56.15547,
Sub-Saharan Africa (SDG),,1988,71.72021,56.74593,
Sub-Saharan Africa (SDG),,1989,72.03917,57.48826,
Sub-Saharan Africa (SDG),,1990,72.29014,58.32958,
Sub-Saharan Africa (SDG),,1991,72.2987,58.80754,
Sub-Saharan Africa (SDG),,1992,72.05907,58.99608,
Sub-Saharan Africa (SDG),,1993,72.08115,59.63437,
Sub-Saharan Africa (SDG),,1994,72.18253,60.30622,
Sub-Saharan Africa (SDG),,1995,71.97712,60.54249,
Sub-Saharan Africa (SDG),,1996,71.98382,61.27053,
Sub-Saharan Africa (SDG),,1997,72.15557,62.15856,
Sub-Saharan Africa (SDG),,1998,72.20642,62.15919,
Sub-Saharan Africa (SDG),,1999,72.93401,62.95219,
Sub-Saharan Africa (SDG),,2000,71.98056,60.39209,
Sub-Saharan Africa (SDG),,2001,72.22311,61.33031,
Sub-Saharan Africa (SDG),,2002,74.55391,61.69737,
Sub-Saharan Africa (SDG),,2003,74.41884,62.31926,
Sub-Saharan Africa (SDG),,2004,74.9079,63.03124,
Sub-Saharan Africa (SDG),,2005,74.3745,62.67028,
Sub-Saharan Africa (SDG),,2006,74.48927,62.25977,
Sub-Saharan Africa (SDG),,2007,74.51744,62.46845,
Sub-Saharan Africa (SDG),,2008,74.663,62.84819,
Sub-Saharan Africa (SDG),,2009,75.04334,63.27447,
Sub-Saharan Africa (SDG),,2010,75.64068,64.61997,
Sub-Saharan Africa (SDG),,2011,76.85467,67.16404,
Sub-Saharan Africa (SDG),,2012,78.12264,68.71044,
Sub-Saharan Africa (SDG),,2013,78.90765,69.77118,
Sub-Saharan Africa (SDG),,2014,79.18538,70.63868,
Sub-Saharan Africa (SDG),,2015,79.54214,71.49852,
Sub-Saharan Africa (SDG),,2016,79.74457,72.37485,
Sub-Saharan Africa (SDG),,2017,80.03684,73.19637,
Sub-Saharan Africa (SDG),,2018,80.90309,74.63522,
Sub-Saharan Africa (SDG),,2019,80.98639,74.99446,
Sub-Saharan Africa (SDG),,2020,81.04912,75.18506,
Sub-Saharan Africa (SDG),,2021,81.16229,75.56274,
Sub-Saharan Africa (SDG),,2022,81.32142,75.94742,
Sub-Saharan Africa (SDG),,2023,81.43321,76.2435,
Sub-Saharan Africa (WB),,1985,71.36318,54.93128,
Sub-Saharan Africa (WB),,1986,71.60516,55.59864,
Sub-Saharan Africa (WB),,1987,72.09146,56.50027,
Sub-Saharan Africa (WB),,1988,72.19366,57.05974,
Sub-Saharan Africa (WB),,1989,72.48472,57.76546,
Sub-Saharan Africa (WB),,1990,72.71775,58.56817,
Sub-Saharan Africa (WB),,1991,72.7188,59.02214,
Sub-Saharan Africa (WB),,1992,72.48352,59.19959,
Sub-Saharan Africa (WB),,1993,72.50194,59.81377,
Sub-Saharan Africa (WB),,1994,72.60356,60.45989,
Sub-Saharan Africa (WB),,1995,72.41475,60.68785,
Sub-Saharan Africa (WB),,1996,72.45479,61.44891,
Sub-Saharan Africa (WB),,1997,72.65162,62.3643,
Sub-Saharan Africa (WB),,1998,72.72885,62.42521,
Sub-Saharan Africa (WB),,1999,73.44743,63.24683,
Sub-Saharan Africa (WB),,2000,72.55322,60.84378,
Sub-Saharan Africa (WB),,2001,72.80689,61.80151,
Sub-Saharan Africa (WB),,2002,75.05337,62.20535,
Sub-Saharan Africa (WB),,2003,74.9335,62.84995,
Sub-Saharan Africa (WB),,2004,75.41172,63.58071,
Sub-Saharan Africa (WB),,2005,74.91303,63.28228,
Sub-Saharan Africa (WB),,2006,74.18462,62.1581,
Sub-Saharan Africa (WB),,2007,74.22833,62.4056,
Sub-Saharan Africa (WB),,2008,74.385,62.81743,
Sub-Saharan Africa (WB),,2009,74.77022,63.27435,
Sub-Saharan Africa (WB),,2010,75.36194,64.61118,
Sub-Saharan Africa (WB),,2011,76.54916,67.10008,
Sub-Saharan Africa (WB),,2012,77.78892,68.62974,
Sub-Saharan Africa (WB),,2013,78.56353,69.69256,
Sub-Saharan Africa (WB),,2014,78.85027,70.56996,
Sub-Saharan Africa (WB),,2015,79.20958,71.43871,
Sub-Saharan Africa (WB),,2016,79.42151,72.32338,
Sub-Saharan Africa (WB),,2017,79.71815,73.15344,
Sub-Saharan Africa (WB),,2018,80.56685,74.57623,
Sub-Saharan Africa (WB),,2019,80.64873,74.9221,
Sub-Saharan Africa (WB),,2020,80.71279,75.10625,
Sub-Saharan Africa (WB),,2021,80.82516,75.47069,
Sub-Saharan Africa (WB),,2022,80.98119,75.84205,
Sub-Saharan Africa (WB),,2023,81.09069,76.12796,
Sudan,SDN,2000,86.0,72.0,Africa
Sudan,SDN,2008,69.0,63.0,Africa
Sudan,SDN,2010,,64.81,Africa
Sudan,SDN,2014,,100.0,Africa
Suriname,SUR,2004,96.0,94.0,South America
Suriname,SUR,2006,,94.92,South America
Suriname,SUR,2008,99.0,99.0,South America
Suriname,SUR,2010,98.0,99.0,South America
Suriname,SUR,2012,98.0,97.0,South America
Suriname,SUR,2018,97.44166,97.9577,South America
Syria,SYR,1981,89.0,59.0,Asia
Syria,SYR,2002,97.0,93.0,Asia
Syria,SYR,2004,95.0,90.0,Asia
Syria,SYR,2006,,89.05,Asia
Syria,SYR,2021,98.0,98.0,Asia
Tajikistan,TJK,1989,100.0,100.0,Asia
Tajikistan,TJK,2000,100.0,100.0,Asia
Tajikistan,TJK,2012,,100.0,Asia
Tajikistan,TJK,2017,100.0,96.42241,Asia
Tanzania,TZA,1988,86.0,78.0,Africa
Tanzania,TZA,2002,81.0,76.0,Africa
Tanzania,TZA,2012,87.0,85.0,Africa
Tanzania,TZA,2015,87.0,85.0,Africa
Tanzania,TZA,2022,88.81121,85.12921,Africa
Thailand,THA,1980,98.0,96.0,Asia
Thailand,THA,2000,98.0,98.0,Asia
Thailand,THA,2005,98.0,98.0,Asia
Thailand,THA,2010,97.0,97.0,Asia
Thailand,THA,2013,98.0,99.0,Asia
Thailand,THA,2015,98.0,98.0,Asia
Thailand,THA,2016,97.36126,97.63726,Asia
Thailand,THA,2018,98.0,99.0,Asia
Thailand,THA,2019,98.46694,98.57724,Asia
Thailand,THA,2022,97.94499,98.42796,Asia
Togo,TGO,2000,84.0,64.0,Africa
Togo,TGO,2006,85.0,68.0,Africa
Togo,TGO,2009,88.0,75.0,Africa
Togo,TGO,2010,,51.42,Africa
Togo,TGO,2011,87.0,73.0,Africa
Togo,TGO,2014,88.61,67.68,Africa
Togo,TGO,2015,90.0,78.0,Africa
Togo,TGO,2017,89.43568,74.7365,Africa
Togo,TGO,2019,92.0,84.0,Africa
Togo,TGO,2022,93.32553,87.65002,Africa
Tonga,TON,1976,100.0,100.0,Oceania
Tonga,TON,1996,99.0,99.0,Oceania
Tonga,TON,2006,99.0,100.0,Oceania
Tonga,TON,2011,99.0,100.0,Oceania
Tonga,TON,2016,98.0,98.0,Oceania
Tonga,TON,2019,99.91556,99.87335,Oceania
Trinidad and Tobago,TTO,1980,99.0,99.0,North America
Trinidad and Tobago,TTO,1990,99.0,99.0,North America
Trinidad and Tobago,TTO,2006,,99.18,North America
Trinidad and Tobago,TTO,2022,89.05,99.7281,North America
Tunisia,TUN,1984,86.0,63.0,Africa
Tunisia,TUN,2004,96.0,92.0,Africa
Tunisia,TUN,2007,98.0,95.0,Africa
Tunisia,TUN,2008,98.0,95.0,Africa
Tunisia,TUN,2010,98.0,96.0,Africa
Tunisia,TUN,2011,98.0,96.0,Africa
Tunisia,TUN,2012,98.0,96.0,Africa
Tunisia,TUN,2014,97.0,96.0,Africa
Tunisia,TUN,2018,98.38471,97.53666,Africa
Tunisia,TUN,2019,97.0,97.0,Africa
Tunisia,TUN,2021,98.83691,99.05225,Africa
Tunisia,TUN,2023,98.1943,98.12705,Africa
Turkey,TUR,1975,91.0,68.0,Asia
Turkey,TUR,1980,94.0,75.0,Asia
Turkey,TUR,1985,96.0,86.0,Asia
Turkey,TUR,1990,97.0,88.0,Asia
Turkey,TUR,2004,98.0,93.0,Asia
Turkey,TUR,2005,98.0,94.0,Asia
Turkey,TUR,2006,98.0,94.0,Asia
Turkey,TUR,2007,99.0,94.0,Asia
Turkey,TUR,2009,99.0,97.0,Asia
Turkey,TUR,2010,99.0,97.0,Asia
Turkey,TUR,2011,99.0,98.0,Asia
Turkey,TUR,2012,100.0,98.0,Asia
Turkey,TUR,2013,100.0,99.0,Asia
Turkey,TUR,2014,100.0,99.0,Asia
Turkey,TUR,2015,100.0,99.0,Asia
Turkey,TUR,2016,100.0,99.0,Asia
Turkey,TUR,2017,100.0,100.0,Asia
Turkey,TUR,2018,100.0,98.8,Asia
Turkey,TUR,2019,100.0,100.0,Asia
Turkey,TUR,2021,100.0,100.0,Asia
Turkey,TUR,2022,92.57,91.87,Asia
Turkmenistan,TKM,1995,100.0,100.0,Asia
Turkmenistan,TKM,2015,,99.83259,Asia
Turkmenistan,TKM,2019,,99.98405,Asia
Turks and Caicos Islands,TCA,2020,99.88,100.0,North America
Tuvalu,TUV,2019,99.09656,98.50764,Oceania
Uganda,UGA,1991,77.0,63.0,Africa
Uganda,UGA,2002,86.0,76.0,Africa
Uganda,UGA,2006,87.0,81.0,Africa
Uganda,UGA,2010,90.0,85.0,Africa
Uganda,UGA,2012,86.0,82.0,Africa
Uganda,UGA,2016,81.41776,78.18981,Africa
Ukraine,UKR,2001,100.0,100.0,Europe
Ukraine,UKR,2005,,100.0,Europe
United Arab Emirates,ARE,1975,66.0,56.0,Asia
United Arab Emirates,ARE,1985,81.0,85.0,Asia
United Arab Emirates,ARE,2005,94.0,97.0,Asia
United Arab Emirates,ARE,2019,98.0,99.0,Asia
United Arab Emirates,ARE,2021,100.0,100.0,Asia
United Arab Emirates,ARE,2022,100.0,100.0,Asia
United Arab Emirates,ARE,2023,100.0,100.0,Asia
Upper-middle-income countries,,1976,91.12792,75.8102,
Upper-middle-income countries,,1977,91.19227,76.23382,
Upper-middle-income countries,,1978,91.68901,77.93932,
Upper-middle-income countries,,1979,92.23839,79.64136,
Upper-middle-income countries,,1980,92.60793,81.30511,
Upper-middle-income countries,,1981,92.93683,82.77965,
Upper-middle-income countries,,1982,93.15796,83.96197,
Upper-middle-income countries,,1983,93.4401,85.15379,
Upper-middle-income countries,,1984,93.75968,86.28322,
Upper-middle-income countries,,1985,93.99423,87.09505,
Upper-middle-income countries,,1986,94.21991,87.842,
Upper-middle-income countries,,1987,94.85824,88.94913,
Upper-middle-income countries,,1988,95.26347,90.77799,
Upper-middle-income countries,,1989,95.32923,91.18136,
Upper-middle-income countries,,1990,95.47237,91.73029,
Upper-middle-income countries,,1991,95.69874,92.20113,
Upper-middle-income countries,,1992,95.88485,92.61763,
Upper-middle-income countries,,1993,96.0724,93.00922,
Upper-middle-income countries,,1994,96.25916,93.42463,
Upper-middle-income countries,,1995,96.46448,93.88871,
Upper-middle-income countries,,1996,96.55877,94.25958,
Upper-middle-income countries,,1997,97.60968,96.68306,
Upper-middle-income countries,,1998,97.6549,96.80286,
Upper-middle-income countries,,1999,97.70646,96.97013,
Upper-middle-income countries,,2000,97.79391,97.0581,
Upper-middle-income countries,,2001,97.85461,97.19832,
Upper-middle-income countries,,2002,97.99065,97.38526,
Upper-middle-income countries,,2003,98.2334,97.6757,
Upper-middle-income countries,,2004,98.30662,97.84007,
Upper-middle-income countries,,2005,98.38385,97.96663,
Upper-middle-income countries,,2006,98.24177,97.81661,
Upper-middle-income countries,,2007,98.41625,98.09707,
Upper-middle-income countries,,2008,98.77105,98.53875,
Upper-middle-income countries,,2009,98.41689,98.16295,
Upper-middle-income countries,,2010,98.39964,98.20577,
Upper-middle-income countries,,2011,98.40447,98.20221,
Upper-middle-income countries,,2012,98.44543,98.25984,
Upper-middle-income countries,,2013,98.41508,98.26575,
Upper-middle-income countries,,2014,98.53498,98.37738,
Upper-middle-income countries,,2015,98.51003,98.35668,
Upper-middle-income countries,,2016,98.51744,98.38106,
Upper-middle-income countries,,2017,98.37493,98.27023,
Upper-middle-income countries,,2018,98.38033,98.28093,
Upper-middle-income countries,,2019,98.49624,98.39383,
Upper-middle-income countries,,2020,98.49807,98.40296,
Upper-middle-income countries,,2021,98.46274,98.39409,
Upper-middle-income countries,,2022,98.46457,98.40409,
Upper-middle-income countries,,2023,98.43889,98.39037,
Uruguay,URY,1975,98.0,99.0,South America
Uruguay,URY,1985,98.0,99.0,South America
Uruguay,URY,1996,98.0,99.0,South America
Uruguay,URY,2006,98.0,99.0,South America
Uruguay,URY,2007,98.0,99.0,South America
Uruguay,URY,2008,98.6,99.2,South America
Uruguay,URY,2009,98.6,99.3,South America
Uruguay,URY,2010,98.4,99.2,South America
Uruguay,URY,2011,98.6,99.1,South America
Uruguay,URY,2012,98.6,99.3,South America
Uruguay,URY,2013,98.6,99.3,South America
Uruguay,URY,2014,98.3,99.4,South America
Uruguay,URY,2015,98.6,99.2,South America
Uruguay,URY,2016,98.9,99.4,South America
Uruguay,URY,2017,98.6,99.3,South America
Uruguay,URY,2018,98.6,99.2,South America
Uruguay,URY,2019,98.7,99.3,South America
Uruguay,URY,2021,99.1,99.2,South America
Uruguay,URY,2022,98.9,99.4,South America
Uruguay,URY,2023,98.7,99.4,South America
Uzbekistan,UZB,2000,100.0,100.0,Asia
Uzbekistan,UZB,2006,,100.0,Asia
Uzbekistan,UZB,2013,100.0,100.0,Asia
Uzbekistan,UZB,2014,100.0,100.0,Asia
Uzbekistan,UZB,2015,100.0,100.0,Asia
Uzbekistan,UZB,2016,100.0,100.0,Asia
Uzbekistan,UZB,2018,100.0,100.0,Asia
Uzbekistan,UZB,2019,100.0,100.0,Asia
Uzbekistan,UZB,2021,100.0,100.0,Asia
Uzbekistan,UZB,2022,100.0,100.0,Asia
Vanuatu,VUT,1979,76.0,68.0,Oceania
